order_id,order_date,region,product_name,units_sold,unit_price,cost,revenue
1341,2025-07-14,Southeast,Tool Z,41,310.27,109.32,12721.07
1342,2025-02-19,Southwest,Gadget Y,48,98.79,136.7,4741.92
1343,2025-02-13,West,Gadget X,35,169.84,67.38,5944.400000000001
1344,2025-07-29,West,Tool Z,34,105.9,6.8,3600.6000000000004
1345,2025-03-10,Northeast,Gadget Y,12,351.37,126.21,4216.4400000000005
1346,2025-12-31,West,Widget B,30,263.12,12.82,7893.6
1347,2025-11-09,Midwest,Gadget Y,10,370.69,89.39,3706.9
1348,2025-09-13,Southwest,Gadget X,27,38.05,165.83,1027.35
1349,2025-09-26,Midwest,Widget B,10,218.43,199.78,2184.3
1350,2025-08-06,West,Gadget X,4,483.81,77.21,1935.24
1351,2025-01-23,Southeast,Gadget Y,48,36.27,8.92,1740.96
1352,2025-05-24,Northeast,Tool Z,44,215.01,101.12,9460.439999999999
1353,2025-06-30,Northeast,Gadget X,34,29.8,58.87,1013.2
1354,2025-12-01,Southwest,Widget A,31,81.86,179.09,2537.66
1355,2025-03-22,West,Tool Z,12,236.64,143.74,2839.68
1356,2025-07-01,Southeast,Gadget X,29,87.18,83.84,2528.2200000000003
1357,2025-05-06,West,Widget B,37,264.19,153.6,9775.03
1358,2025-02-19,Northeast,Gadget Y,27,462.14,71.54,12477.779999999999
1359,2025-02-07,Northeast,Widget B,14,108.2,106.74,1514.8
1360,2025-05-14,Midwest,Widget B,20,62.52,184.94,1250.4
1361,2025-01-31,West,Tool Z,42,414.39,44.03,17404.38
1362,2025-01-25,Southwest,Tool Z,13,235.53,66.05,3061.89
1363,2025-05-09,West,Gadget X,48,442.48,177.69,21239.04
1364,2025-03-15,Southeast,Widget B,38,160.0,95.07,6080.0
1365,2025-07-22,Southwest,Tool Z,44,317.49,66.99,13969.560000000001
1366,2025-01-07,Midwest,Widget A,25,462.42,12.27,11560.5
1367,2025-04-21,Southwest,Gadget Y,11,94.13,86.7,1035.4299999999998
1368,2025-06-15,Northeast,Gadget X,2,402.36,102.62,804.72
1369,2025-12-18,Northeast,Tool Z,27,319.44,84.23,8624.88
1370,2025-08-20,Northeast,Gadget X,20,408.34,59.1,8166.799999999999
1371,2025-11-18,Southwest,Tool Z,6,93.64,76.98,561.84
1372,2025-05-06,Northeast,Widget A,46,222.7,130.28,10244.199999999999
1373,2025-06-14,Southwest,Gadget Y,48,73.13,178.8,3510.24
1374,2025-06-03,West,Widget A,19,480.44,131.69,9128.36
1375,2025-11-20,Northeast,Gadget Y,33,40.72,131.0,1343.76
1376,2025-12-17,Southwest,Widget A,21,42.09,164.29,883.8900000000001
1377,2025-12-18,Northeast,Tool Z,25,450.1,37.2,11252.5
1378,2025-10-02,Northeast,Gadget Y,31,157.37,63.71,4878.47
1379,2025-07-03,Midwest,Widget A,21,302.54,14.87,6353.34
1380,2025-07-17,Southeast,Tool Z,40,150.86,73.18,6034.400000000001
1381,2025-12-24,Southeast,Widget B,10,327.89,199.77,3278.8999999999996
1382,2025-04-14,Northeast,Gadget X,33,104.31,69.22,3442.23
1383,2025-05-07,West,Widget A,49,234.85,172.66,11507.65
1384,2025-11-24,Northeast,Widget A,42,271.41,21.73,11399.220000000001
1385,2025-05-22,Southeast,Widget B,3,173.49,94.64,520.47
1386,2025-03-27,Midwest,Gadget X,6,133.33,73.54,799.98
1387,2025-07-24,Midwest,Gadget X,31,78.7,44.31,2439.7000000000003
1388,2025-04-29,West,Tool Z,46,356.01,77.64,16376.46
1389,2025-11-22,Southeast,Widget A,42,92.46,132.0,3883.3199999999997
1390,2025-11-28,West,Gadget Y,45,153.14,100.61,6891.299999999999
1391,2025-04-22,West,Widget A,8,175.09,169.65,1400.72
1392,2025-07-13,Southeast,Widget B,26,232.64,181.46,6048.639999999999
1393,2025-12-26,Southeast,Widget A,36,354.26,98.97,12753.36
1394,2025-09-28,Midwest,Widget A,31,219.69,196.44,6810.39
1395,2025-03-20,Midwest,Gadget X,39,436.84,19.04,17036.76
1396,2025-08-04,Northeast,Tool Z,11,343.09,58.89,3773.99
1397,2025-08-15,Midwest,Gadget Y,23,420.86,86.26,9679.78
1398,2025-08-27,Northeast,Tool Z,22,361.01,118.63,7942.219999999999
1399,2025-01-10,Midwest,Gadget X,47,82.83,111.46,3893.0099999999998
1400,2025-04-20,Southwest,Widget A,10,489.18,115.76,4891.8
1401,2025-11-08,Midwest,Widget B,16,395.43,179.77,6326.88
1402,2025-03-30,West,Tool Z,2,290.63,59.13,581.26
1403,2025-04-20,Southeast,Widget A,8,90.96,164.29,727.68
1404,2025-04-28,Southwest,Widget A,49,94.61,113.81,4635.89
1405,2025-03-06,Southwest,Tool Z,42,311.02,100.65,13062.84
1406,2025-02-26,Southwest,Widget A,13,213.94,63.39,2781.22
1407,2025-05-07,West,Tool Z,35,341.17,64.29,11940.95
1408,2025-11-16,West,Gadget Y,30,192.49,80.75,5774.700000000001
1409,2025-01-01,Midwest,Gadget Y,45,261.29,153.88,11758.050000000001
1410,2025-04-14,Southwest,Gadget X,15,102.1,97.96,1531.5
1411,2025-01-23,Southwest,Widget A,49,86.05,35.0,4216.45
1412,2025-07-24,Midwest,Gadget X,19,47.07,153.17,894.33
1413,2025-04-02,Northeast,Tool Z,36,411.62,134.36,14818.32
1414,2025-10-17,Northeast,Tool Z,20,282.14,190.1,5642.799999999999
1415,2025-08-02,Southeast,Gadget X,33,474.1,108.24,15645.300000000001
1416,2025-10-14,Northeast,Tool Z,17,377.25,132.61,6413.25
1417,2025-08-20,Southeast,Gadget Y,42,386.69,98.47,16240.98
1418,2025-06-10,Northeast,Widget A,32,259.44,137.75,8302.08
1419,2025-11-11,Southwest,Gadget Y,15,409.57,90.04,6143.55
1420,2025-06-23,Northeast,Gadget Y,48,471.61,31.88,22637.28
1421,2025-12-13,West,Gadget X,35,363.65,197.4,12727.75
1422,2025-12-30,Southeast,Gadget Y,22,61.74,145.47,1358.28
1423,2025-08-03,Northeast,Tool Z,7,329.0,123.68,2303.0
1424,2025-09-04,West,Gadget X,48,69.01,98.88,3312.4800000000005
1425,2025-04-04,Southwest,Widget B,37,47.84,143.73,1770.0800000000002
1426,2025-10-25,West,Tool Z,33,349.52,29.72,11534.16
1427,2025-09-03,Southwest,Tool Z,41,419.04,68.59,17180.64
1428,2025-11-26,Midwest,Gadget Y,30,87.83,29.32,2634.9
1429,2025-04-08,West,Gadget Y,12,46.33,29.57,555.96
1430,2025-10-15,Northeast,Widget A,12,444.4,9.16,5332.799999999999
1431,2025-06-21,Southwest,Gadget X,4,74.78,152.4,299.12
1432,2025-03-09,West,Widget A,4,27.19,49.33,108.76
1433,2025-03-04,Southeast,Gadget X,36,363.32,167.24,13079.52
1434,2025-07-25,Southeast,Tool Z,42,425.38,181.36,17865.96
1435,2025-04-27,West,Widget B,9,262.09,37.87,2358.81
1436,2025-02-07,Northeast,Tool Z,29,274.56,143.23,7962.24
1437,2025-06-05,Southwest,Widget A,7,175.06,94.76,1225.42
1438,2025-08-27,Southeast,Widget A,21,126.85,184.2,2663.85
1439,2025-04-27,Northeast,Tool Z,39,380.06,99.46,14822.34
1440,2025-12-15,Southeast,Widget A,40,426.15,78.88,17046.0
1441,2025-10-12,Southwest,Gadget Y,47,167.41,62.44,7868.2699999999995
1442,2025-07-07,Southeast,Gadget Y,16,144.17,181.21,2306.72
1443,2025-12-08,Midwest,Widget B,47,141.22,49.1,6637.34
1444,2025-06-08,Southwest,Widget A,39,34.79,166.4,1356.81
1445,2025-02-20,Northeast,Widget B,17,147.73,42.87,2511.41
1446,2025-01-14,West,Widget A,17,22.57,130.46,383.69
1447,2025-12-09,Southeast,Gadget Y,6,396.32,92.96,2377.92
1448,2025-12-17,West,Tool Z,46,135.4,25.4,6228.400000000001
1449,2025-09-27,Northeast,Tool Z,10,348.18,29.56,3481.8
1450,2025-02-07,Northeast,Tool Z,14,276.16,59.89,3866.2400000000002
1451,2025-04-18,West,Gadget Y,21,420.36,154.5,8827.56
1452,2025-01-15,Southwest,Tool Z,7,480.59,147.14,3364.1299999999997
1453,2025-01-19,Southwest,Gadget Y,40,189.97,45.0,7598.8
1454,2025-03-31,West,Gadget Y,35,53.29,97.86,1865.1499999999999
1455,2025-07-28,Midwest,Tool Z,8,377.33,23.91,3018.64
1456,2025-01-24,Northeast,Widget B,8,20.44,144.61,163.52
1457,2025-12-26,Southeast,Gadget X,2,119.25,159.69,238.5
1458,2025-06-16,West,Tool Z,47,36.09,179.23,1696.2300000000002
1459,2025-04-07,Southeast,Widget B,22,450.09,177.72,9901.98
1460,2025-07-08,Midwest,Widget B,33,12.6,70.89,415.8
1461,2025-10-16,Northeast,Widget A,8,251.44,54.63,2011.52
1462,2025-04-25,Midwest,Widget B,12,217.76,179.83,2613.12
1463,2025-01-18,Southeast,Gadget X,27,329.84,33.47,8905.679999999998
1464,2025-01-19,Northeast,Tool Z,11,151.97,16.57,1671.67
1465,2025-11-07,Northeast,Widget A,31,438.11,66.28,13581.41
1466,2025-02-10,Midwest,Gadget Y,46,369.83,153.26,17012.18
1467,2025-08-20,Southeast,Gadget Y,15,221.82,140.37,3327.2999999999997
1468,2025-05-21,Northeast,Tool Z,30,185.43,197.48,5562.900000000001
1469,2025-10-11,Midwest,Gadget Y,45,409.79,75.11,18440.55
1470,2025-01-23,Northeast,Widget A,44,380.96,58.79,16762.239999999998
1471,2025-11-24,Northeast,Gadget X,1,205.51,78.75,205.51
1472,2025-09-12,Northeast,Tool Z,6,177.27,157.54,1063.6200000000001
1473,2025-06-13,Midwest,Tool Z,49,29.06,46.79,1423.9399999999998
1474,2025-03-17,Southwest,Gadget Y,46,50.04,189.81,2301.84
1475,2025-12-23,Southeast,Tool Z,16,36.42,104.95,582.72
1476,2025-04-21,Southeast,Gadget Y,26,21.96,157.71,570.96
1477,2025-06-29,Southeast,Widget A,29,84.91,166.32,2462.39
1478,2025-05-24,Southeast,Tool Z,33,430.0,98.37,14190.0
1479,2025-03-26,West,Widget A,37,401.1,149.57,14840.7
1480,2025-06-02,Southeast,Widget B,19,424.33,76.12,8062.2699999999995
1481,2025-02-25,West,Widget B,44,315.66,163.13,13889.04
1482,2025-01-01,Southwest,Gadget Y,3,315.79,165.66,947.3700000000001
1483,2025-04-16,Southwest,Widget A,2,70.73,115.41,141.46
1484,2025-02-10,Midwest,Gadget Y,47,352.49,47.54,16567.03
1485,2025-06-01,West,Tool Z,9,147.21,194.19,1324.89
1486,2025-11-11,Southwest,Gadget Y,49,264.43,189.66,12957.07
1487,2025-03-01,West,Widget B,15,477.81,125.87,7167.15
1488,2025-01-01,Southeast,Tool Z,18,436.6,196.86,7858.8
1489,2025-02-10,Northeast,Widget B,2,124.26,103.05,248.52
1490,2025-07-05,Northeast,Gadget Y,47,370.96,78.22,17435.12
1491,2025-04-11,Southwest,Gadget X,18,61.0,94.8,1098.0
1492,2025-06-28,Midwest,Widget A,9,23.1,13.95,207.9
1493,2025-01-11,Southeast,Widget A,24,23.81,112.08,571.4399999999999
1494,2025-05-02,Southeast,Widget A,8,93.42,134.92,747.36
1495,2025-05-30,Southeast,Tool Z,39,350.52,26.36,13670.279999999999
1496,2025-06-07,Southwest,Tool Z,4,188.02,54.84,752.08
1497,2025-07-21,West,Gadget X,25,17.81,145.63,445.24999999999994
1498,2025-10-12,Southwest,Tool Z,20,494.13,159.75,9882.6
1499,2025-06-20,Southeast,Widget A,2,271.36,197.24,542.72
1500,2025-11-04,Midwest,Tool Z,3,203.0,54.38,609.0
1501,2025-07-13,Northeast,Widget B,26,264.24,169.08,6870.24
1502,2025-04-06,Southwest,Widget A,20,264.79,38.56,5295.8
1503,2025-03-25,Midwest,Gadget Y,7,240.42,30.52,1682.9399999999998
1504,2025-04-28,Midwest,Widget B,7,310.34,147.19,2172.3799999999997
1505,2025-08-07,Midwest,Widget B,40,443.96,91.95,17758.399999999998
1506,2025-03-30,Southeast,Gadget Y,36,157.84,159.82,5682.24
1507,2025-11-30,Southwest,Widget B,30,248.61,60.1,7458.3
1508,2025-06-25,Midwest,Gadget Y,41,11.79,46.57,483.39
1509,2025-11-12,West,Widget A,4,431.31,112.02,1725.24
1510,2025-09-07,Northeast,Widget A,34,159.89,27.49,5436.259999999999
1511,2025-05-02,Southeast,Widget B,37,142.94,59.36,5288.78
1512,2025-03-25,Southwest,Gadget Y,10,498.79,37.42,4987.900000000001
1513,2025-09-29,Northeast,Widget B,27,296.35,67.41,8001.450000000001
1514,2025-05-01,Northeast,Widget A,38,70.29,154.27,2671.0200000000004
1515,2025-04-01,Southwest,Gadget Y,30,140.11,28.54,4203.3
1516,2025-12-06,Southeast,Gadget X,13,183.08,124.31,2380.04
1517,2025-06-26,Southeast,Gadget X,33,493.17,119.03,16274.61
1518,2025-01-18,Midwest,Widget B,38,221.0,109.94,8398.0
1519,2025-06-30,Northeast,Widget A,1,122.77,99.43,122.77
1520,2025-06-18,Northeast,Widget A,28,289.17,134.45,8096.76
1521,2025-11-12,Northeast,Gadget Y,25,208.33,171.1,5208.25
1522,2025-09-17,Northeast,Widget A,18,36.93,36.6,664.74
1523,2025-03-11,Northeast,Widget B,3,431.85,163.76,1295.5500000000002
1524,2025-02-24,West,Tool Z,5,17.69,16.99,88.45
1525,2025-08-09,Southeast,Widget B,37,450.26,99.01,16659.62
1526,2025-01-18,Northeast,Gadget Y,41,398.01,104.74,16318.41
1527,2025-04-27,Northeast,Widget B,21,47.15,43.53,990.15
1528,2025-02-20,Midwest,Tool Z,47,364.57,22.49,17134.79
1529,2025-01-08,Southwest,Tool Z,46,387.76,19.61,17836.96
1530,2025-12-02,Southeast,Gadget X,33,305.13,12.26,10069.289999999999
1531,2025-02-02,Northeast,Gadget Y,29,293.06,116.85,8498.74
1532,2025-01-04,Southeast,Gadget X,48,34.35,35.32,1648.8000000000002
1533,2025-12-07,Midwest,Tool Z,30,39.15,162.7,1174.5
1534,2025-03-10,Northeast,Widget B,46,366.37,180.3,16853.02
1535,2025-10-26,Southwest,Tool Z,48,61.73,62.02,2963.04
1536,2025-01-12,West,Gadget Y,10,128.5,37.07,1285.0
1537,2025-02-26,Southeast,Gadget Y,33,254.43,84.87,8396.19
1538,2025-02-10,Southwest,Widget B,36,90.44,176.91,3255.84
1539,2025-09-15,Southeast,Tool Z,41,397.02,82.96,16277.82
1540,2025-08-15,Northeast,Gadget Y,18,405.62,26.13,7301.16
1541,2025-06-23,Southwest,Tool Z,43,422.65,197.01,18173.95
1542,2025-03-30,Southwest,Tool Z,24,34.29,102.44,822.96
1543,2025-02-02,Southeast,Widget A,19,219.66,71.76,4173.54
1544,2025-07-27,Midwest,Tool Z,8,424.99,179.26,3399.92
1545,2025-03-26,Northeast,Tool Z,16,187.98,185.84,3007.68
1546,2025-08-04,West,Widget B,48,350.95,101.88,16845.6
1547,2025-09-08,West,Tool Z,36,298.73,64.81,10754.28
1548,2025-11-07,West,Gadget X,36,180.13,99.11,6484.68
1549,2025-06-30,Midwest,Widget B,44,145.44,47.76,6399.36
1550,2025-01-02,West,Widget B,14,329.84,98.26,4617.759999999999
1551,2025-04-13,Midwest,Widget B,33,75.48,49.74,2490.84
1552,2025-11-08,Southwest,Widget A,19,431.46,126.33,8197.74
1553,2025-07-14,Northeast,Gadget Y,42,292.46,153.18,12283.32
1554,2025-08-14,Midwest,Gadget Y,21,64.64,194.04,1357.44
1555,2025-06-17,Midwest,Gadget Y,42,354.73,169.3,14898.66
1556,2025-03-01,Midwest,Gadget X,37,221.25,21.8,8186.25
1557,2025-11-24,Northeast,Widget B,38,110.0,46.25,4180.0
1558,2025-10-10,Southeast,Gadget Y,46,480.92,108.68,22122.32
1559,2025-12-30,Southwest,Tool Z,39,362.63,55.23,14142.57
1560,2025-11-09,Northeast,Widget A,16,300.57,7.8,4809.12
1561,2025-04-17,West,Widget B,26,425.94,152.18,11074.44
1562,2025-04-03,West,Tool Z,24,276.5,74.77,6636.0
1563,2025-04-01,Midwest,Tool Z,4,226.32,17.89,905.28
1564,2025-12-02,Northeast,Tool Z,30,102.83,104.22,3084.9
1565,2025-07-23,Northeast,Widget A,22,85.16,195.56,1873.52
1566,2025-06-15,Southeast,Gadget X,20,221.66,137.32,4433.2
1567,2025-12-20,Northeast,Widget A,6,233.43,35.96,1400.58
1568,2025-08-09,Northeast,Tool Z,25,369.32,105.29,9233.0
1569,2025-11-28,Northeast,Gadget X,29,226.62,180.84,6571.9800000000005
1570,2025-12-26,Northeast,Widget B,6,300.65,15.58,1803.8999999999999
1571,2025-01-29,Southwest,Widget A,32,417.93,129.39,13373.76
1572,2025-05-12,West,Gadget Y,9,496.73,145.65,4470.57
1573,2025-09-25,Northeast,Tool Z,8,168.04,142.28,1344.32
1574,2025-10-24,West,Tool Z,20,451.96,34.28,9039.199999999999
1575,2025-02-24,Northeast,Tool Z,20,404.96,181.92,8099.2
1576,2025-04-27,Midwest,Tool Z,45,43.32,67.84,1949.4
1577,2025-07-20,Northeast,Gadget Y,4,173.74,15.09,694.96
1578,2025-10-19,Northeast,Tool Z,18,117.33,21.23,2111.94
1579,2025-02-11,Northeast,Tool Z,36,335.55,94.23,12079.800000000001
1580,2025-08-08,Midwest,Gadget X,13,282.1,12.8,3667.3
1581,2025-04-19,Midwest,Gadget Y,49,252.48,157.01,12371.519999999999
1582,2025-03-20,Southeast,Tool Z,37,384.15,173.84,14213.55
1583,2025-07-08,West,Widget A,47,173.32,7.61,8146.04
1584,2025-06-01,West,Gadget Y,47,197.55,162.95,9284.85
1585,2025-08-21,West,Widget B,6,434.16,196.34,2604.96
1586,2025-04-26,Midwest,Widget A,23,486.38,10.92,11186.74
1587,2025-10-28,Midwest,Widget A,37,390.42,146.37,14445.54
1588,2025-01-29,Midwest,Widget A,1,116.36,199.82,116.36
1589,2025-11-11,Southeast,Tool Z,23,65.2,160.44,1499.6000000000001
1590,2025-01-11,Midwest,Gadget Y,34,112.51,103.54,3825.34
1591,2025-09-26,Northeast,Widget A,39,217.15,177.54,8468.85
1592,2025-05-07,Southwest,Gadget Y,21,125.98,143.05,2645.58
1593,2025-05-20,Southeast,Gadget Y,43,451.51,62.03,19414.93
1594,2025-01-07,West,Gadget X,34,338.65,48.74,11514.099999999999
1595,2025-09-14,Southwest,Gadget Y,3,214.2,104.95,642.5999999999999
1596,2025-03-02,Midwest,Tool Z,14,144.17,77.73,2018.3799999999999
1597,2025-08-29,Southwest,Gadget X,46,196.52,69.25,9039.92
1598,2025-09-22,Midwest,Gadget Y,1,243.26,39.7,243.26
1599,2025-11-05,Northeast,Gadget X,6,359.77,169.83,2158.62
1600,2025-09-16,Northeast,Widget B,17,53.78,142.48,914.26
1601,2025-04-21,Northeast,Tool Z,49,425.93,69.61,20870.57
1602,2025-09-27,Southwest,Gadget X,35,72.5,51.35,2537.5
1603,2025-10-29,Midwest,Gadget Y,8,138.6,29.99,1108.8
1604,2025-04-26,Southeast,Gadget Y,20,496.86,26.94,9937.2
1605,2025-02-15,Midwest,Gadget Y,47,103.2,126.97,4850.400000000001
1606,2025-11-21,Southeast,Gadget Y,11,59.56,26.22,655.1600000000001
1607,2025-02-23,Southwest,Gadget Y,29,322.82,192.24,9361.78
1608,2025-08-05,Southwest,Gadget X,23,202.63,59.43,4660.49
1609,2025-03-28,Northeast,Gadget Y,38,55.0,10.03,2090.0
1610,2025-02-15,West,Gadget X,37,11.83,171.79,437.71
1611,2025-10-11,Southeast,Widget B,41,48.79,76.68,2000.3899999999999
1612,2025-02-22,Northeast,Gadget Y,6,266.14,71.88,1596.84
1613,2025-09-02,Southwest,Tool Z,23,123.14,28.13,2832.22
1614,2025-09-10,Northeast,Gadget Y,34,391.0,133.78,13294.0
1615,2025-01-22,Southeast,Gadget Y,21,430.18,74.96,9033.78
1616,2025-03-05,Northeast,Tool Z,33,80.97,165.48,2672.0099999999998
1617,2025-10-17,Midwest,Widget B,32,175.14,127.97,5604.48
1618,2025-07-05,Midwest,Widget A,19,81.82,176.58,1554.58
1619,2025-02-14,Southeast,Widget B,5,150.48,126.4,752.4
1620,2025-12-28,Northeast,Gadget Y,48,127.21,156.96,6106.08
1621,2025-04-07,Northeast,Tool Z,41,395.56,140.83,16217.960000000001
1622,2025-01-02,Southwest,Gadget X,44,179.29,95.21,7888.759999999999
1623,2025-12-04,Southwest,Gadget Y,15,252.83,139.29,3792.4500000000003
1624,2025-01-07,Southwest,Widget A,16,340.21,134.41,5443.36
1625,2025-07-21,Midwest,Gadget Y,16,412.91,6.31,6606.56
1626,2025-12-29,Midwest,Gadget Y,2,157.59,141.23,315.18
1627,2025-07-30,West,Gadget X,9,112.52,56.12,1012.68
1628,2025-08-02,West,Gadget Y,16,489.44,110.66,7831.04
1629,2025-05-22,Midwest,Gadget X,49,166.87,26.71,8176.63
1630,2025-02-16,Southeast,Gadget X,11,338.82,9.49,3727.02
1631,2025-07-29,Midwest,Gadget Y,25,342.14,7.95,8553.5
1632,2025-11-24,Northeast,Gadget Y,27,261.87,35.85,7070.49
1633,2025-02-03,Northeast,Widget B,18,121.94,8.88,2194.92
1634,2025-11-18,West,Widget B,46,79.31,30.82,3648.26
1635,2025-06-01,Southwest,Gadget X,5,248.64,114.04,1243.1999999999998
1636,2025-07-15,Northeast,Widget B,43,260.36,83.05,11195.480000000001
1637,2025-03-02,Northeast,Widget B,37,388.95,196.25,14391.15
1638,2025-08-15,Northeast,Widget B,15,357.82,162.7,5367.3
1639,2025-03-08,West,Widget B,38,456.9,33.62,17362.2
1640,2025-04-10,Southeast,Gadget X,22,485.72,86.27,10685.84
1641,2025-09-21,Southeast,Gadget X,48,366.65,89.04,17599.199999999997
1642,2025-01-19,Northeast,Gadget Y,2,47.49,75.61,94.98
1643,2025-06-13,Southwest,Widget B,2,208.51,101.64,417.02
1644,2025-08-06,Midwest,Tool Z,27,308.31,135.63,8324.37
1645,2025-02-18,West,Gadget X,46,299.2,129.97,13763.199999999999
1646,2025-04-18,West,Gadget Y,4,98.91,74.63,395.64
1647,2025-05-06,Northeast,Widget A,39,295.64,142.48,11529.96
1648,2025-08-31,Southwest,Widget A,46,181.34,61.45,8341.64
1649,2025-12-23,Midwest,Gadget X,24,176.07,167.92,4225.68
1650,2025-11-02,West,Widget B,43,418.66,193.05,18002.38
1651,2025-03-11,Southeast,Gadget X,38,216.75,62.47,8236.5
1652,2025-01-07,Southwest,Widget A,11,268.42,158.01,2952.6200000000003
1653,2025-01-19,Southwest,Gadget X,42,285.81,163.62,12004.02
1654,2025-08-06,Midwest,Gadget Y,35,285.87,100.7,10005.45
1655,2025-02-27,Northeast,Gadget Y,1,114.43,22.11,114.43
1656,2025-03-26,Southwest,Widget B,28,303.73,158.31,8504.44
1657,2025-11-06,Southwest,Widget B,33,173.97,84.46,5741.01
1658,2025-11-15,Midwest,Gadget X,40,330.96,45.57,13238.4
1659,2025-11-03,Midwest,Gadget X,38,81.39,127.2,3092.82
1660,2025-04-03,Southeast,Gadget Y,24,497.12,90.2,11930.880000000001
1661,2025-08-15,Northeast,Widget B,15,388.3,22.08,5824.5
1662,2025-08-11,Southwest,Gadget Y,10,214.45,196.82,2144.5
1663,2025-03-09,Midwest,Tool Z,5,157.66,52.71,788.3
1664,2025-07-22,Southeast,Widget B,32,200.02,104.64,6400.64
1665,2025-07-11,West,Tool Z,48,363.39,135.12,17442.72
1666,2025-05-25,Northeast,Widget B,4,331.15,27.44,1324.6
1667,2025-10-02,Northeast,Widget B,35,354.03,149.18,12391.05
1668,2025-09-05,Southeast,Gadget Y,29,445.61,131.42,12922.69
1669,2025-07-14,Midwest,Gadget Y,9,233.58,101.28,2102.2200000000003
1670,2025-09-22,Southeast,Gadget X,11,338.07,108.02,3718.77
1671,2025-10-06,Northeast,Widget B,14,226.34,191.19,3168.76
1672,2025-07-26,Southeast,Widget A,34,322.67,182.63,10970.78
1673,2025-04-08,Southeast,Tool Z,15,242.66,26.84,3639.9
1674,2025-10-04,Midwest,Tool Z,41,390.57,76.91,16013.369999999999
1675,2025-09-19,Midwest,Tool Z,19,12.58,105.77,239.02
1676,2025-12-25,Southwest,Gadget X,6,115.7,184.4,694.2
1677,2025-02-24,Southwest,Tool Z,5,155.25,164.23,776.25
1678,2025-06-03,Southeast,Gadget X,20,473.24,80.36,9464.8
1679,2025-12-04,Southwest,Widget A,20,258.45,177.81,5169.0
1680,2025-07-07,Midwest,Widget A,36,188.53,78.74,6787.08
1681,2025-12-11,Northeast,Widget B,24,208.11,57.88,4994.64
1682,2025-01-05,Southeast,Widget B,9,231.39,123.93,2082.5099999999998
1683,2025-01-13,West,Tool Z,11,435.24,74.4,4787.64
1684,2025-10-18,Southwest,Widget B,28,481.54,126.37,13483.12
1685,2025-05-11,Southeast,Gadget Y,17,423.64,84.89,7201.88
1686,2025-07-09,Northeast,Widget B,33,422.41,160.17,13939.53
1687,2025-06-06,Northeast,Gadget Y,46,107.52,191.09,4945.92
1688,2025-05-29,Northeast,Gadget X,18,141.65,57.71,2549.7000000000003
1689,2025-12-09,West,Widget A,28,302.06,104.45,8457.68
1690,2025-02-04,Midwest,Gadget X,41,331.51,146.26,13591.91
1691,2025-10-09,Midwest,Widget A,11,109.33,35.91,1202.6299999999999
1692,2025-11-21,West,Tool Z,26,375.68,160.2,9767.68
1693,2025-08-28,Southwest,Gadget Y,15,107.98,118.68,1619.7
1694,2025-05-25,West,Tool Z,31,138.88,34.2,4305.28
1695,2025-02-28,Northeast,Tool Z,37,160.33,174.3,5932.21
1696,2025-09-07,Midwest,Widget B,7,424.54,88.21,2971.78
1697,2025-06-21,Southwest,Gadget Y,10,368.72,39.44,3687.2000000000003
1698,2025-02-24,West,Widget A,2,270.04,43.1,540.08
1699,2025-05-12,Southeast,Tool Z,1,411.68,158.17,411.68
1700,2025-12-17,Southeast,Gadget Y,3,408.33,187.46,1224.99
1701,2025-04-07,Southwest,Gadget Y,35,201.02,78.76,7035.700000000001
1702,2025-03-07,Northeast,Tool Z,45,392.9,20.37,17680.5
1703,2025-09-06,Midwest,Tool Z,21,111.06,24.66,2332.26
1704,2025-03-14,Northeast,Tool Z,44,256.58,132.62,11289.519999999999
1705,2025-12-02,Southwest,Widget A,36,67.94,77.3,2445.84
1706,2025-11-10,Northeast,Widget A,40,219.13,88.1,8765.2
1707,2025-12-25,Northeast,Tool Z,37,264.98,70.72,9804.26
1708,2025-11-30,Southeast,Widget B,10,49.16,95.78,491.59999999999997
1709,2025-03-30,Southeast,Gadget X,26,236.68,130.49,6153.68
1710,2025-03-19,Midwest,Widget A,26,329.32,110.52,8562.32
1711,2025-05-06,Southeast,Gadget Y,32,310.9,37.03,9948.8
1712,2025-06-21,Southeast,Tool Z,40,36.63,100.8,1465.2
1713,2025-11-18,Midwest,Tool Z,6,56.72,94.82,340.32
1714,2025-09-25,Midwest,Gadget X,34,182.16,111.42,6193.44
1715,2025-08-24,Southwest,Gadget Y,41,422.92,26.58,17339.72
1716,2025-11-17,Midwest,Gadget X,6,436.18,34.94,2617.08
1717,2025-08-24,Midwest,Gadget X,21,161.71,108.4,3395.9100000000003
1718,2025-05-19,West,Gadget X,44,362.26,58.71,15939.439999999999
1719,2025-05-31,Northeast,Tool Z,2,292.92,127.66,585.84
1720,2025-07-08,West,Widget B,8,491.88,77.69,3935.04
1721,2025-02-02,Southwest,Gadget X,40,56.38,48.04,2255.2000000000003
1722,2025-09-28,Southeast,Gadget Y,9,278.46,133.0,2506.14
1723,2025-08-27,Northeast,Gadget X,35,300.34,81.81,10511.9
1724,2025-09-24,Southeast,Widget A,45,160.76,35.73,7234.2
1725,2025-07-14,Southeast,Widget B,25,33.01,162.72,825.25
1726,2025-10-13,Midwest,Gadget Y,24,35.53,89.19,852.72
1727,2025-12-13,Southwest,Gadget Y,22,232.27,183.44,5109.9400000000005
