order_id,order_date,region,product_name,units_sold,unit_price,cost,revenue,_processed_at,_row_id
720,2025-08-07,Midwest,Tool Z,37,286.32,136.13,10593.84,2026-06-19 00:44:43.088580,720
721,2025-02-20,Southwest,Gadget X,37,94.99,172.8,3514.63,2026-06-19 00:44:43.088580,721
722,2025-12-06,Midwest,Gadget Y,31,146.9,8.46,4553.900000000001,2026-06-19 00:44:43.088580,722
723,2025-11-05,West,Widget A,43,27.01,172.58,1161.43,2026-06-19 00:44:43.088580,723
724,2025-02-13,Midwest,Widget A,2,93.04,151.6,186.08,2026-06-19 00:44:43.088580,724
725,2025-10-14,Southeast,Tool Z,35,493.45,189.63,17270.75,2026-06-19 00:44:43.088580,725
726,2025-02-12,Southeast,Widget A,7,499.28,50.55,3494.96,2026-06-19 00:44:43.088580,726
727,2025-09-21,Midwest,Gadget Y,44,362.73,67.87,15960.12,2026-06-19 00:44:43.088580,727
728,2025-02-02,Northeast,Tool Z,25,309.81,133.99,7745.25,2026-06-19 00:44:43.088580,728
729,2025-06-28,Midwest,Gadget X,5,390.73,185.53,1953.65,2026-06-19 00:44:43.088580,729
730,2025-08-29,Midwest,Tool Z,37,449.31,198.57,16624.47,2026-06-19 00:44:43.088580,730
731,2025-09-24,Southwest,Gadget X,37,264.46,86.26,9785.02,2026-06-19 00:44:43.088580,731
732,2025-06-02,Northeast,Tool Z,23,27.29,110.15,627.67,2026-06-19 00:44:43.088580,732
733,2025-12-03,Southwest,Widget B,16,357.6,38.26,5721.6,2026-06-19 00:44:43.088580,733
734,2025-10-10,Midwest,Gadget X,1,492.46,140.33,492.46,2026-06-19 00:44:43.088580,734
735,2025-03-18,West,Widget B,45,136.45,168.29,6140.249999999999,2026-06-19 00:44:43.088580,735
736,2025-09-02,Midwest,Gadget Y,10,237.1,160.74,2371.0,2026-06-19 00:44:43.088580,736
737,2025-09-24,Southeast,Widget A,42,187.02,72.44,7854.84,2026-06-19 00:44:43.088580,737
738,2025-05-02,Southwest,Tool Z,29,201.33,192.84,5838.570000000001,2026-06-19 00:44:43.088580,738
739,2025-09-27,Southeast,Widget A,34,363.49,28.47,12358.66,2026-06-19 00:44:43.088580,739
740,2025-11-24,Northeast,Widget B,35,195.42,101.32,6839.7,2026-06-19 00:44:43.088580,740
741,2025-10-26,West,Gadget X,43,471.13,113.15,20258.59,2026-06-19 00:44:43.088580,741
742,2025-10-06,West,Widget A,2,396.93,109.62,793.86,2026-06-19 00:44:43.088580,742
743,2025-08-20,Southwest,Gadget X,49,23.55,152.79,1153.95,2026-06-19 00:44:43.088580,743
744,2025-04-09,Midwest,Tool Z,3,411.09,123.87,1233.27,2026-06-19 00:44:43.088580,744
745,2025-10-18,Northeast,Tool Z,49,388.7,20.04,19046.3,2026-06-19 00:44:43.088580,745
746,2025-05-13,Northeast,Widget A,13,263.08,40.07,3420.04,2026-06-19 00:44:43.088580,746
747,2025-07-14,Midwest,Gadget X,42,253.44,108.79,10644.48,2026-06-19 00:44:43.088580,747
748,2025-04-25,Southeast,Gadget X,5,419.41,140.44,2097.05,2026-06-19 00:44:43.088580,748
749,2025-04-25,Southwest,Widget A,23,218.14,105.26,5017.219999999999,2026-06-19 00:44:43.088580,749
750,2025-02-27,Northeast,Gadget Y,27,88.14,74.32,2379.78,2026-06-19 00:44:43.088580,750
751,2025-12-17,Southwest,Gadget X,47,163.32,14.97,7676.04,2026-06-19 00:44:43.088580,751
752,2025-02-23,Southeast,Gadget Y,7,139.95,158.25,979.65,2026-06-19 00:44:43.088580,752
753,2025-02-01,Northeast,Widget B,2,343.72,101.95,687.44,2026-06-19 00:44:43.088580,753
754,2025-12-08,Southeast,Widget B,32,97.65,110.06,3124.8,2026-06-19 00:44:43.088580,754
755,2025-07-22,Northeast,Gadget Y,3,325.94,96.45,977.82,2026-06-19 00:44:43.088580,755
756,2025-06-09,Midwest,Gadget Y,39,238.32,56.74,9294.48,2026-06-19 00:44:43.088580,756
757,2025-09-27,Southeast,Widget A,2,421.43,58.89,842.86,2026-06-19 00:44:43.088580,757
758,2025-05-20,Midwest,Widget B,48,247.65,17.38,11887.2,2026-06-19 00:44:43.088580,758
759,2025-02-16,Midwest,Gadget X,27,465.6,142.98,12571.2,2026-06-19 00:44:43.088580,759
760,2025-09-24,Northeast,Tool Z,47,451.23,58.02,21207.81,2026-06-19 00:44:43.088580,760
761,2025-03-06,Northeast,Widget B,7,100.79,63.22,705.5300000000001,2026-06-19 00:44:43.088580,761
762,2025-07-21,Northeast,Widget B,14,346.22,198.73,4847.08,2026-06-19 00:44:43.088580,762
763,2025-12-13,Northeast,Tool Z,23,115.17,80.23,2648.91,2026-06-19 00:44:43.088580,763
764,2025-12-08,Northeast,Gadget Y,2,413.42,104.59,826.84,2026-06-19 00:44:43.088580,764
765,2025-05-12,Southeast,Tool Z,6,321.5,80.36,1929.0,2026-06-19 00:44:43.088580,765
766,2025-10-12,Midwest,Gadget Y,17,154.12,61.59,2620.04,2026-06-19 00:44:43.088580,766
767,2025-08-12,Southeast,Tool Z,37,132.07,6.14,4886.59,2026-06-19 00:44:43.088580,767
768,2025-06-24,Southeast,Widget A,35,220.49,171.7,7717.150000000001,2026-06-19 00:44:43.088580,768
769,2025-02-21,Midwest,Widget B,5,402.35,97.26,2011.75,2026-06-19 00:44:43.088580,769
770,2025-05-18,Midwest,Widget B,3,400.12,145.38,1200.36,2026-06-19 00:44:43.088580,770
771,2025-08-26,Southeast,Widget A,33,26.35,191.94,869.5500000000001,2026-06-19 00:44:43.088580,771
772,2025-12-27,Southeast,Gadget Y,18,158.12,5.55,2846.16,2026-06-19 00:44:43.088580,772
773,2025-01-02,Midwest,Gadget Y,39,217.2,136.63,8470.8,2026-06-19 00:44:43.088580,773
774,2025-09-19,Northeast,Widget A,15,296.94,28.13,4454.1,2026-06-19 00:44:43.088580,774
775,2025-11-05,Midwest,Widget A,18,83.27,94.3,1498.86,2026-06-19 00:44:43.088580,775
776,2025-12-14,Southwest,Widget A,11,174.29,170.12,1917.19,2026-06-19 00:44:43.088580,776
777,2025-06-04,Southeast,Gadget X,14,443.94,18.94,6215.16,2026-06-19 00:44:43.088580,777
778,2025-02-13,Northeast,Gadget X,35,243.51,197.97,8522.85,2026-06-19 00:44:43.088580,778
779,2025-04-09,West,Widget B,24,374.63,118.26,8991.119999999999,2026-06-19 00:44:43.088580,779
780,2025-11-07,Northeast,Tool Z,33,247.54,82.02,8168.82,2026-06-19 00:44:43.088580,780
781,2025-11-17,Northeast,Widget B,4,237.84,8.8,951.36,2026-06-19 00:44:43.088580,781
782,2025-08-21,Northeast,Gadget X,27,314.74,119.43,8497.98,2026-06-19 00:44:43.088580,782
783,2025-02-14,Southwest,Gadget X,23,137.09,101.5,3153.07,2026-06-19 00:44:43.088580,783
784,2025-02-14,Southwest,Widget B,45,132.4,46.99,5958.0,2026-06-19 00:44:43.088580,784
785,2025-06-24,Midwest,Tool Z,21,494.78,100.64,10390.38,2026-06-19 00:44:43.088580,785
786,2025-08-03,West,Tool Z,6,435.81,7.49,2614.86,2026-06-19 00:44:43.088580,786
787,2025-01-12,West,Widget A,35,371.5,199.9,13002.5,2026-06-19 00:44:43.088580,787
788,2025-09-08,West,Gadget X,8,77.2,69.76,617.6,2026-06-19 00:44:43.088580,788
789,2025-07-18,Midwest,Widget A,45,24.81,98.64,1116.45,2026-06-19 00:44:43.088580,789
790,2025-01-05,Southwest,Gadget X,19,95.95,158.03,1823.05,2026-06-19 00:44:43.088580,790
791,2025-02-04,West,Gadget Y,39,469.49,143.99,18310.11,2026-06-19 00:44:43.088580,791
792,2025-06-15,Northeast,Gadget X,33,409.98,178.27,13529.34,2026-06-19 00:44:43.088580,792
793,2025-09-21,Southeast,Widget B,23,266.31,188.56,6125.13,2026-06-19 00:44:43.088580,793
794,2025-10-29,Southwest,Widget B,29,484.7,41.89,14056.3,2026-06-19 00:44:43.088580,794
795,2025-06-07,Midwest,Widget B,9,81.83,81.13,736.47,2026-06-19 00:44:43.088580,795
796,2025-04-18,Southeast,Widget B,4,283.98,138.93,1135.92,2026-06-19 00:44:43.088580,796
797,2025-12-20,Southwest,Widget B,38,99.78,13.78,3791.64,2026-06-19 00:44:43.088580,797
798,2025-06-17,West,Gadget Y,47,160.15,144.8,7527.05,2026-06-19 00:44:43.088580,798
799,2025-04-26,Midwest,Widget A,43,470.67,5.95,20238.81,2026-06-19 00:44:43.088580,799
800,2025-06-11,Midwest,Widget A,15,435.46,183.25,6531.9,2026-06-19 00:44:43.088580,800
801,2025-01-05,Northeast,Gadget X,18,59.88,145.04,1077.84,2026-06-19 00:44:43.088580,801
802,2025-04-21,Southeast,Gadget Y,18,132.28,115.27,2381.04,2026-06-19 00:44:43.088580,802
803,2025-07-08,Midwest,Widget B,35,301.31,88.64,10545.85,2026-06-19 00:44:43.088580,803
804,2025-12-02,Southwest,Widget B,31,40.06,197.66,1241.86,2026-06-19 00:44:43.088580,804
805,2025-09-27,Southeast,Gadget Y,40,279.54,148.62,11181.6,2026-06-19 00:44:43.088580,805
806,2025-10-13,Northeast,Widget B,47,296.4,162.42,13930.8,2026-06-19 00:44:43.088580,806
807,2025-07-18,Midwest,Gadget Y,20,152.57,165.95,3051.4,2026-06-19 00:44:43.088580,807
808,2025-02-10,Southwest,Widget A,33,153.63,9.27,5069.79,2026-06-19 00:44:43.088580,808
809,2025-05-23,Midwest,Widget A,25,122.25,15.66,3056.25,2026-06-19 00:44:43.088580,809
810,2025-12-30,Southeast,Gadget X,47,468.48,43.68,22018.56,2026-06-19 00:44:43.088580,810
811,2025-01-17,West,Widget B,18,200.55,132.77,3609.9,2026-06-19 00:44:43.088580,811
812,2025-11-17,West,Gadget Y,10,296.78,126.67,2967.8,2026-06-19 00:44:43.088580,812
813,2025-09-07,Southeast,Gadget X,19,157.77,68.41,2997.63,2026-06-19 00:44:43.088580,813
814,2025-04-14,Southwest,Widget B,31,354.31,194.73,10983.61,2026-06-19 00:44:43.088580,814
815,2025-10-11,Midwest,Widget A,47,59.71,23.16,2806.37,2026-06-19 00:44:43.088580,815
816,2025-11-02,Northeast,Widget A,41,45.1,156.46,1849.1,2026-06-19 00:44:43.088580,816
817,2025-01-16,Midwest,Gadget Y,1,374.7,98.77,374.7,2026-06-19 00:44:43.088580,817
818,2025-02-08,Southwest,Widget B,25,366.07,86.67,9151.75,2026-06-19 00:44:43.088580,818
819,2025-08-31,Southeast,Gadget X,8,139.85,9.99,1118.8,2026-06-19 00:44:43.088580,819
820,2025-12-31,Midwest,Tool Z,18,183.97,146.92,3311.46,2026-06-19 00:44:43.088580,820
821,2025-01-09,West,Tool Z,47,479.06,155.46,22515.82,2026-06-19 00:44:43.088580,821
822,2025-08-31,West,Widget B,49,61.12,67.2,2994.88,2026-06-19 00:44:43.088580,822
823,2025-02-19,Southwest,Widget A,8,99.74,105.81,797.92,2026-06-19 00:44:43.088580,823
824,2025-08-26,Northeast,Gadget Y,7,220.72,123.26,1545.04,2026-06-19 00:44:43.088580,824
825,2025-08-16,Midwest,Gadget Y,35,148.23,76.69,5188.049999999999,2026-06-19 00:44:43.088580,825
826,2025-02-03,Midwest,Widget B,21,328.01,125.04,6888.21,2026-06-19 00:44:43.088580,826
827,2025-09-06,Northeast,Gadget X,22,348.39,89.65,7664.58,2026-06-19 00:44:43.088580,827
828,2025-11-24,West,Widget A,43,267.93,176.22,11520.99,2026-06-19 00:44:43.088580,828
829,2025-11-12,Northeast,Gadget Y,46,309.49,145.11,14236.54,2026-06-19 00:44:43.088580,829
830,2025-01-11,Midwest,Gadget Y,45,222.38,26.55,10007.1,2026-06-19 00:44:43.088580,830
831,2025-03-31,Southeast,Widget B,39,382.59,160.92,14921.009999999998,2026-06-19 00:44:43.088580,831
832,2025-03-29,Northeast,Gadget X,49,30.63,70.81,1500.87,2026-06-19 00:44:43.088580,832
833,2025-06-15,Southwest,Widget B,36,163.32,187.44,5879.52,2026-06-19 00:44:43.088580,833
834,2025-02-22,Southeast,Widget A,44,345.37,122.66,15196.28,2026-06-19 00:44:43.088580,834
835,2025-11-08,Southeast,Widget A,27,171.53,10.38,4631.31,2026-06-19 00:44:43.088580,835
836,2025-10-11,Southwest,Tool Z,3,48.48,148.2,145.44,2026-06-19 00:44:43.088580,836
837,2025-10-23,Southwest,Gadget X,41,179.06,30.49,7341.46,2026-06-19 00:44:43.088580,837
838,2025-03-14,Northeast,Widget A,46,358.63,176.07,16496.98,2026-06-19 00:44:43.088580,838
839,2025-01-06,Southeast,Widget A,16,69.77,189.92,1116.32,2026-06-19 00:44:43.088580,839
840,2025-11-29,West,Widget B,21,365.07,140.57,7666.47,2026-06-19 00:44:43.088580,840
841,2025-04-16,West,Tool Z,29,389.97,108.91,11309.13,2026-06-19 00:44:43.088580,841
842,2025-08-28,Southwest,Widget B,32,321.3,122.4,10281.6,2026-06-19 00:44:43.088580,842
843,2025-11-28,Midwest,Tool Z,34,129.67,88.63,4408.78,2026-06-19 00:44:43.088580,843
844,2025-01-14,Northeast,Gadget X,20,404.59,21.3,8091.799999999999,2026-06-19 00:44:43.088580,844
845,2025-01-02,Southwest,Gadget Y,42,115.08,186.12,4833.36,2026-06-19 00:44:43.088580,845
846,2025-01-02,Northeast,Gadget Y,40,453.85,69.19,18154.0,2026-06-19 00:44:43.088580,846
847,2025-02-27,Northeast,Widget A,47,356.26,66.01,16744.22,2026-06-19 00:44:43.088580,847
848,2025-01-19,West,Widget A,29,36.81,42.31,1067.49,2026-06-19 00:44:43.088580,848
849,2025-10-27,West,Tool Z,4,401.65,198.52,1606.6,2026-06-19 00:44:43.088580,849
850,2025-08-10,Northeast,Tool Z,42,258.15,188.8,10842.3,2026-06-19 00:44:43.088580,850
851,2025-12-24,Northeast,Widget A,4,231.8,73.14,927.2,2026-06-19 00:44:43.088580,851
852,2025-10-20,Midwest,Gadget Y,10,216.05,55.7,2160.5,2026-06-19 00:44:43.088580,852
853,2025-12-18,Southeast,Tool Z,14,307.25,162.05,4301.5,2026-06-19 00:44:43.088580,853
854,2025-03-29,West,Tool Z,10,365.04,87.41,3650.4,2026-06-19 00:44:43.088580,854
855,2025-04-16,Midwest,Widget B,36,449.03,193.72,16165.079999999998,2026-06-19 00:44:43.088580,855
856,2025-11-07,Midwest,Tool Z,22,143.74,180.74,3162.28,2026-06-19 00:44:43.088580,856
857,2025-03-31,Midwest,Gadget Y,11,319.08,153.09,3509.88,2026-06-19 00:44:43.088580,857
858,2025-01-21,Southeast,Tool Z,1,346.31,22.54,346.31,2026-06-19 00:44:43.088580,858
859,2025-09-02,Southeast,Widget A,11,340.65,141.91,3747.15,2026-06-19 00:44:43.088580,859
860,2025-10-20,West,Gadget Y,34,251.57,197.51,8553.38,2026-06-19 00:44:43.088580,860
861,2025-12-20,Midwest,Widget A,39,201.6,77.79,7862.4,2026-06-19 00:44:43.088580,861
862,2025-12-05,Midwest,Widget B,15,383.57,176.91,5753.55,2026-06-19 00:44:43.088580,862
863,2025-02-13,Midwest,Widget A,4,157.0,84.59,628.0,2026-06-19 00:44:43.088580,863
864,2025-10-09,Southeast,Gadget X,28,111.95,194.41,3134.6,2026-06-19 00:44:43.088580,864
865,2025-11-05,Southwest,Tool Z,39,277.46,132.45,10820.94,2026-06-19 00:44:43.088580,865
866,2025-09-12,Midwest,Gadget Y,4,141.13,23.82,564.52,2026-06-19 00:44:43.088580,866
867,2025-10-27,West,Widget B,39,26.28,98.41,1024.92,2026-06-19 00:44:43.088580,867
868,2025-11-02,Southwest,Gadget X,9,35.27,14.7,317.43,2026-06-19 00:44:43.088580,868
869,2025-06-12,Southwest,Widget B,13,350.56,82.04,4557.28,2026-06-19 00:44:43.088580,869
870,2025-01-15,West,Gadget Y,31,486.84,183.5,15092.04,2026-06-19 00:44:43.088580,870
871,2025-06-16,West,Widget B,3,232.8,50.28,698.4000000000001,2026-06-19 00:44:43.088580,871
872,2025-03-15,Midwest,Widget A,15,82.06,190.36,1230.9,2026-06-19 00:44:43.088580,872
873,2025-02-11,West,Gadget X,7,410.86,24.48,2876.02,2026-06-19 00:44:43.088580,873
874,2025-02-15,Southeast,Tool Z,11,138.1,134.64,1519.1,2026-06-19 00:44:43.088580,874
875,2025-09-12,West,Gadget X,38,497.86,193.31,18918.68,2026-06-19 00:44:43.088580,875
876,2025-07-04,Northeast,Widget B,12,286.0,132.56,3432.0,2026-06-19 00:44:43.088580,876
877,2025-07-17,Southwest,Widget A,3,123.99,180.31,371.97,2026-06-19 00:44:43.088580,877
878,2025-09-29,Southeast,Tool Z,11,253.04,198.25,2783.44,2026-06-19 00:44:43.088580,878
879,2025-07-20,West,Gadget Y,5,174.34,130.16,871.7,2026-06-19 00:44:43.088580,879
880,2025-08-18,Northeast,Widget A,31,391.94,157.54,12150.14,2026-06-19 00:44:43.088580,880
881,2025-02-01,Northeast,Widget A,48,61.85,11.24,2968.8,2026-06-19 00:44:43.088580,881
882,2025-11-07,Southwest,Widget A,9,429.93,88.33,3869.37,2026-06-19 00:44:43.088580,882
883,2025-06-13,Southwest,Widget B,36,386.0,61.21,13896.0,2026-06-19 00:44:43.088580,883
884,2025-02-26,Southeast,Tool Z,18,432.07,165.72,7777.26,2026-06-19 00:44:43.088580,884
885,2025-10-24,Northeast,Widget A,4,448.55,137.13,1794.2,2026-06-19 00:44:43.088580,885
886,2025-09-26,Southwest,Tool Z,34,122.59,124.81,4168.06,2026-06-19 00:44:43.088580,886
887,2025-01-20,Southwest,Widget A,11,265.29,186.65,2918.19,2026-06-19 00:44:43.088580,887
888,2025-03-12,Northeast,Gadget Y,26,426.46,22.33,11087.96,2026-06-19 00:44:43.088580,888
889,2025-01-06,West,Widget B,25,194.92,191.0,4873.0,2026-06-19 00:44:43.088580,889
890,2025-04-09,Southeast,Tool Z,30,39.6,24.65,1188.0,2026-06-19 00:44:43.088580,890
891,2025-02-06,West,Gadget X,7,152.9,72.67,1070.3,2026-06-19 00:44:43.088580,891
892,2025-09-17,Midwest,Widget B,13,128.54,127.9,1671.02,2026-06-19 00:44:43.088580,892
893,2025-07-10,Northeast,Widget B,37,436.33,71.59,16144.21,2026-06-19 00:44:43.088580,893
894,2025-12-24,Southeast,Tool Z,46,237.28,138.09,10914.88,2026-06-19 00:44:43.088580,894
895,2025-10-01,Midwest,Gadget X,1,344.94,156.21,344.94,2026-06-19 00:44:43.088580,895
896,2025-08-12,West,Widget B,21,481.44,166.56,10110.24,2026-06-19 00:44:43.088580,896
897,2025-07-05,Northeast,Gadget Y,44,156.6,39.97,6890.4,2026-06-19 00:44:43.088580,897
898,2025-01-20,Southwest,Gadget X,15,382.99,40.5,5744.85,2026-06-19 00:44:43.088580,898
899,2025-01-26,West,Gadget Y,22,21.15,15.2,465.3,2026-06-19 00:44:43.088580,899
900,2025-08-13,Southwest,Gadget X,45,61.02,100.72,2745.9,2026-06-19 00:44:43.088580,900
901,2025-01-02,Southwest,Widget A,48,89.31,31.82,4286.88,2026-06-19 00:44:43.088580,901
902,2025-01-16,Northeast,Widget A,33,163.08,67.13,5381.64,2026-06-19 00:44:43.088580,902
903,2025-03-21,Northeast,Widget A,35,207.46,168.88,7261.1,2026-06-19 00:44:43.088580,903
904,2025-11-19,West,Gadget X,31,243.74,189.99,7555.94,2026-06-19 00:44:43.088580,904
905,2025-06-17,Northeast,Gadget X,14,130.21,165.3,1822.94,2026-06-19 00:44:43.088580,905
906,2025-09-16,Northeast,Gadget Y,44,42.45,5.13,1867.8,2026-06-19 00:44:43.088580,906
907,2025-05-31,Midwest,Tool Z,2,341.99,115.76,683.98,2026-06-19 00:44:43.088580,907
908,2025-03-05,Southwest,Widget A,3,21.59,37.5,64.77,2026-06-19 00:44:43.088580,908
909,2025-05-16,West,Tool Z,30,406.64,78.27,12199.2,2026-06-19 00:44:43.088580,909
910,2025-02-03,Midwest,Tool Z,42,465.29,88.44,19542.18,2026-06-19 00:44:43.088580,910
911,2025-10-09,Northeast,Gadget Y,40,358.08,188.87,14323.2,2026-06-19 00:44:43.088580,911
912,2025-03-08,Southeast,Gadget X,34,302.02,128.58,10268.68,2026-06-19 00:44:43.088580,912
913,2025-05-18,West,Widget A,19,331.94,57.19,6306.86,2026-06-19 00:44:43.088580,913
914,2025-12-24,Northeast,Widget A,18,329.59,130.34,5932.62,2026-06-19 00:44:43.088580,914
915,2025-08-05,Midwest,Widget A,21,466.54,190.61,9797.34,2026-06-19 00:44:43.088580,915
916,2025-06-17,Northeast,Gadget Y,13,482.51,16.54,6272.63,2026-06-19 00:44:43.088580,916
917,2025-07-18,Southeast,Gadget X,21,219.09,164.12,4600.89,2026-06-19 00:44:43.088580,917
918,2025-10-14,Southeast,Widget A,6,312.37,47.3,1874.22,2026-06-19 00:44:43.088580,918
919,2025-04-03,West,Widget A,16,403.38,34.86,6454.08,2026-06-19 00:44:43.088580,919
920,2025-08-21,Southwest,Widget A,47,10.51,180.28,493.97,2026-06-19 00:44:43.088580,920
921,2025-11-15,Northeast,Gadget Y,35,268.24,5.36,9388.4,2026-06-19 00:44:43.088580,921
922,2025-07-28,West,Gadget Y,7,329.91,149.51,2309.3700000000003,2026-06-19 00:44:43.088580,922
923,2025-06-12,West,Gadget Y,15,361.43,22.01,5421.45,2026-06-19 00:44:43.088580,923
924,2025-02-22,Southwest,Widget A,13,190.71,125.51,2479.23,2026-06-19 00:44:43.088580,924
925,2025-04-01,Southwest,Widget A,14,154.87,126.07,2168.1800000000003,2026-06-19 00:44:43.088580,925
926,2025-12-12,Northeast,Widget A,34,99.25,173.24,3374.5,2026-06-19 00:44:43.088580,926
927,2025-07-17,West,Gadget Y,44,283.33,165.41,12466.52,2026-06-19 00:44:43.088580,927
928,2025-04-20,Midwest,Gadget Y,35,460.46,138.61,16116.1,2026-06-19 00:44:43.088580,928
929,2025-06-02,Northeast,Widget B,24,449.03,79.21,10776.72,2026-06-19 00:44:43.088580,929
930,2025-07-30,Southeast,Widget A,8,186.38,37.45,1491.04,2026-06-19 00:44:43.088580,930
931,2025-07-16,Southwest,Widget B,8,136.35,128.96,1090.8,2026-06-19 00:44:43.088580,931
932,2025-09-13,Midwest,Tool Z,40,396.51,101.91,15860.4,2026-06-19 00:44:43.088580,932
933,2025-04-04,Southeast,Widget A,34,365.24,20.2,12418.16,2026-06-19 00:44:43.088580,933
934,2025-08-25,Southeast,Gadget Y,26,257.62,191.33,6698.12,2026-06-19 00:44:43.088580,934
935,2025-06-11,Southwest,Gadget X,29,200.62,66.31,5817.9800000000005,2026-06-19 00:44:43.088580,935
936,2025-12-10,Southeast,Widget A,42,70.66,5.42,2967.72,2026-06-19 00:44:43.088580,936
937,2025-02-27,Northeast,Tool Z,40,394.72,180.83,15788.8,2026-06-19 00:44:43.088580,937
938,2025-02-24,Midwest,Gadget X,5,312.56,117.52,1562.8,2026-06-19 00:44:43.088580,938
939,2025-06-18,Southwest,Gadget Y,20,194.67,147.95,3893.4,2026-06-19 00:44:43.088580,939
940,2025-07-05,Northeast,Widget A,3,460.21,34.77,1380.63,2026-06-19 00:44:43.088580,940
941,2025-09-10,Southeast,Widget B,19,333.24,83.9,6331.56,2026-06-19 00:44:43.088580,941
942,2025-05-28,Midwest,Gadget Y,32,465.33,130.79,14890.56,2026-06-19 00:44:43.088580,942
943,2025-11-30,Northeast,Gadget Y,11,242.46,53.94,2667.06,2026-06-19 00:44:43.088580,943
944,2025-06-23,West,Widget A,8,232.76,141.79,1862.08,2026-06-19 00:44:43.088580,944
945,2025-02-17,Southeast,Gadget Y,25,469.25,50.55,11731.25,2026-06-19 00:44:43.088580,945
946,2025-02-13,Northeast,Tool Z,26,480.3,45.78,12487.8,2026-06-19 00:44:43.088580,946
947,2025-12-22,Southeast,Gadget Y,35,480.78,7.27,16827.3,2026-06-19 00:44:43.088580,947
948,2025-02-18,Southwest,Widget B,1,411.26,59.97,411.26,2026-06-19 00:44:43.088580,948
949,2025-12-12,Southwest,Tool Z,13,236.58,53.11,3075.54,2026-06-19 00:44:43.088580,949
950,2025-04-12,Midwest,Gadget Y,39,113.05,154.05,4408.95,2026-06-19 00:44:43.088580,950
951,2025-02-04,Midwest,Widget A,34,197.89,116.09,6728.259999999999,2026-06-19 00:44:43.088580,951
952,2025-04-22,Southwest,Widget A,45,469.77,39.68,21139.65,2026-06-19 00:44:43.088580,952
953,2025-08-13,Northeast,Tool Z,40,188.14,115.78,7525.599999999999,2026-06-19 00:44:43.088580,953
954,2025-06-06,West,Widget B,42,380.79,48.96,15993.18,2026-06-19 00:44:43.088580,954
955,2025-10-14,West,Widget A,26,462.27,87.97,12019.02,2026-06-19 00:44:43.088580,955
956,2025-08-12,West,Gadget X,47,485.49,178.2,22818.03,2026-06-19 00:44:43.088580,956
957,2025-05-27,Southeast,Gadget X,21,474.36,145.25,9961.56,2026-06-19 00:44:43.088580,957
958,2025-08-20,West,Gadget X,45,281.98,131.96,12689.1,2026-06-19 00:44:43.088580,958
959,2025-12-21,West,Gadget Y,20,251.02,59.89,5020.400000000001,2026-06-19 00:44:43.088580,959
960,2025-05-31,Southwest,Tool Z,22,493.94,29.29,10866.68,2026-06-19 00:44:43.088580,960
961,2025-02-26,Northeast,Gadget Y,34,116.91,151.83,3974.94,2026-06-19 00:44:43.088580,961
962,2025-05-30,West,Widget A,20,101.89,115.74,2037.8,2026-06-19 00:44:43.088580,962
963,2025-11-03,Southwest,Widget A,8,481.96,126.44,3855.68,2026-06-19 00:44:43.088580,963
964,2025-03-21,Southeast,Widget A,44,347.71,195.15,15299.24,2026-06-19 00:44:43.088580,964
965,2025-12-13,West,Widget B,23,272.79,72.92,6274.17,2026-06-19 00:44:43.088580,965
966,2025-08-03,Northeast,Widget B,46,74.7,161.15,3436.2000000000003,2026-06-19 00:44:43.088580,966
967,2025-08-08,West,Tool Z,20,261.49,114.0,5229.8,2026-06-19 00:44:43.088580,967
968,2025-04-26,West,Widget B,48,472.67,50.88,22688.16,2026-06-19 00:44:43.088580,968
969,2025-12-02,Northeast,Widget A,30,305.42,15.31,9162.6,2026-06-19 00:44:43.088580,969
970,2025-01-14,Northeast,Tool Z,38,208.27,125.12,7914.26,2026-06-19 00:44:43.088580,970
971,2025-04-20,West,Widget B,38,280.04,63.04,10641.52,2026-06-19 00:44:43.088580,971
972,2025-06-02,Southeast,Tool Z,10,444.21,140.62,4442.099999999999,2026-06-19 00:44:43.088580,972
973,2025-06-24,Midwest,Gadget Y,40,457.3,141.64,18292.0,2026-06-19 00:44:43.088580,973
974,2025-06-23,Northeast,Tool Z,47,206.04,93.81,9683.88,2026-06-19 00:44:43.088580,974
975,2025-02-23,Southwest,Tool Z,33,307.95,109.6,10162.35,2026-06-19 00:44:43.088580,975
976,2025-03-24,Midwest,Widget A,47,146.81,127.18,6900.07,2026-06-19 00:44:43.088580,976
977,2025-02-04,Southwest,Gadget Y,42,231.03,96.38,9703.26,2026-06-19 00:44:43.088580,977
978,2025-07-28,Northeast,Gadget X,33,117.74,176.09,3885.42,2026-06-19 00:44:43.088580,978
979,2025-05-09,Southeast,Gadget Y,24,270.42,19.81,6490.08,2026-06-19 00:44:43.088580,979
980,2025-07-26,West,Gadget Y,43,293.34,196.06,12613.62,2026-06-19 00:44:43.088580,980
981,2025-08-04,West,Gadget X,10,175.54,11.52,1755.4,2026-06-19 00:44:43.088580,981
982,2025-09-14,West,Widget B,28,143.34,45.58,4013.52,2026-06-19 00:44:43.088580,982
983,2025-07-19,Southwest,Tool Z,40,84.0,143.12,3360.0,2026-06-19 00:44:43.088580,983
984,2025-08-25,Southwest,Gadget Y,47,78.38,21.57,3683.86,2026-06-19 00:44:43.088580,984
985,2025-08-03,Northeast,Tool Z,14,358.62,56.12,5020.68,2026-06-19 00:44:43.088580,985
